,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,title,variety,winery
111882,111882,Italy,"This is a dark and muscular expression of Syrah executed in a quasi-Australian style, with loads of concentration and spice, backed by smoked bacon, Teriyaki, candied berry and Indian spice.",Sallier de la Tour La Monaca,90,30.0,Sicily & Sardinia,Sicilia,,Tasca d'Almerita 2009 Sallier de la Tour La Monaca Syrah (Sicilia),Syrah,Tasca d'Almerita
127569,127569,France,"Potentially an aromatic wine that will develop a rich, velvety character. At this young stage, the fruit is dominated by firm tannins that sit at the heart of the wine. It has all the density for a good development, aging over 5–10 years.",,91,37.0,Bordeaux,Margaux,,Château la Bessane 2008  Margaux,Bordeaux-style Red Blend,Château la Bessane
119120,119120,US,"This wine offers a somewhat uncomfortable mix of herb, vanilla, caramel, green pepper and cherry notes. The mocha-filled flavors are tart, broad and supple, with good acidity and a dry lick of tannins backing it all up.",Spofford Station,88,25.0,Oregon,Walla Walla Valley (OR),Oregon Other,Lujon 2012 Spofford Station Cabernet Sauvignon (Walla Walla Valley (OR)),Cabernet Sauvignon,Lujon
121550,121550,France,"This impressive wood-aged wine has weight, rich black and red berry flavors and a smooth, unctuous texture. With its concentration, ripeness, acidity and tannins, it could age through 2016.",La Réserve du Château,90,30.0,Beaujolais,Brouilly,,Château de Pierreux 2011 La Réserve du Château  (Brouilly),Gamay,Château de Pierreux
55652,55652,US,"This powerful and densely packed sweet wine has a color that's nearly black except for a dark garnet rim, aromas of wood smoke and dark chocolate and flavors like espresso, blueberry syrup and black pepper. It's very high in alcohol, hot on the palate and about as bold as a wine can get.",Port,88,38.0,California,Redwood Valley,,Powicana Farm 2015 Port Petite Sirah (Redwood Valley),Petite Sirah,Powicana Farm
27205,27205,US,"There's a reduced quality to this wine and much ado about oak, in which it spent time (30% new French). Founder and winemaker Mark Lyon owns the 122-acre site where the Sauvignon Blanc blocks date back to 1973. A hit of jalapeño dominates on the finish.",Barrel Fermented Old Vine,83,22.0,California,Alexander Valley,Sonoma,Eco Terreno 2014 Barrel Fermented Old Vine Sauvignon Blanc (Alexander Valley),Sauvignon Blanc,Eco Terreno
82395,82395,US,"Wet cement, cut grass and fresh oregano aromas show on the nose of this affordable white. Dried herb, hay and kaffir lime flavors come through on the palate, making it an excellent choice for weekday sipping.",,88,12.0,California,Santa Barbara County,Central Coast,SeaGlass 2015 Sauvignon Blanc (Santa Barbara County),Sauvignon Blanc,SeaGlass
103843,103843,US,"Bryan Babcock heads to Bentrock Vineyard on the southwestern edge of the appellation to deliver this wine redolent of red cherry, plum, mulberry, peppery spice and sagebrush. The palate is rich and full bodied, with tangy red plum skin and eucalyptus touches, finishing on a fresh, menthol-like note.",Deja Vu,93,60.0,California,Sta. Rita Hills,Central Coast,Babcock 2014 Deja Vu Pinot Noir (Sta. Rita Hills),Pinot Noir,Babcock
75768,75768,Italy,"More than 10 years following the harvest, this expression from Mt. Etna is on the decline. There are pungent apple aromas that keep it going and the wine's alcoholic power fuels persistency, but ultimately there's not enough natural fruit left.",,84,30.0,Sicily & Sardinia,Etna,,Calabretta 1999  Etna,Nerello Mascalese,Calabretta
34823,34823,Italy,"Ripe and savory, this frothy dessert wine boasts heady aromas of yellow stone fruit, citrus zest, aromatic herb and a whiff of honey. The rich palate doles out ripe apricot, yellow peach and candied lemon drop alongside an elegant, soft mousse.",Scrapona,89,24.0,Piedmont,Moscato d'Asti,,Marenco 2015 Scrapona  (Moscato d'Asti),Moscato,Marenco
76842,76842,Italy,"Aromas of white flower, hazelnut and orchard fruit follow over to the savory palate along with mature pear, lime zest and smoke. A mineral note signals the finish.",,87,20.0,Southern Italy,Fiano di Avellino,,Agricola Bellaria 2015  Fiano di Avellino,Fiano,Agricola Bellaria
70676,70676,France,"Named after a parcel of vines, this youthful, fruity wine is on its way to being delicious. It has a proper steely character, shot through with acidity and minerality while the citrus character is strong and firm. Drink from 2015.",Les L-O,90,34.0,Loire Valley,Sancerre,,Michel Vattan 2012 Les L-O  (Sancerre),Sauvignon Blanc,Michel Vattan
67543,67543,Italy,"A bold Sauvignon with aromas of crushed tomato vine, exotic fruit and cantaloupe. The forward, one-dimensional palate delivers ripe peach, apricot and honeydew melon.",,87,22.0,Northeastern Italy,Colli Orientali del Friuli,,La Tunella 2012 Sauvignon (Colli Orientali del Friuli),Sauvignon,La Tunella
23685,23685,France,"This fine estate has produced a ripe, fruity wine in 2014. It has spice from wood aging as well as juicy black currant fruit flavors. Generously textured, it's ready to drink.",,87,18.0,Bordeaux,Bordeaux Supérieur,,Château Landereau 2014  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Landereau
47430,47430,US,"In recent years, Precious Mountain Vineyard has provided Bob Cabral with some of his most glorious fruit. Tremendous in flash and depth, it offers compelling flavors of raspberry and cherry, accented by sweet, smoky oak. There's such complexity in the acid and tannin structure, and in the earthy, stony, spicy nuances, that you find something new to love with every sip. This masterpiece is fabulous now, and will develop bottle complexity over the next 15 years, at least.",Precious Mountain Vineyard,98,94.0,California,Sonoma Coast,Sonoma,Williams Selyem 2010 Precious Mountain Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem
46634,46634,US,"A sharp, herbal blend of Syrah and Cabernet Sauvignon, showing hints of resin in its aromas. The pale red fruit flavors are tart, light, and simple.",2 Spires Red,85,32.0,Washington,Columbia Valley (WA),Columbia Valley,William Church 2007 2 Spires Red Red (Columbia Valley (WA)),Red Blend,William Church
114401,114401,US,"Solid and anchored in darker flavors of earth, leaf and tannin, this well-made Pinot Noir shows black cherry fruit at its core. The best part is the nose, promising some development in bottle. Aromas are elusive and elegant, but in the mouth it turns a bit tannic and rough.",Eola-Amity Hills Select,88,52.0,Oregon,Eola-Amity Hills,Willamette Valley,Torii Mor 2006 Eola-Amity Hills Select Pinot Noir (Eola-Amity Hills),Pinot Noir,Torii Mor
95203,95203,US,"This Bordeaux-style blend is 50% Cabernet Sauvignon, with the balance a mix of Merlot, Cabernet Franc, Petit Verdot and Malbec. It's a sophisticated blend that retains its youthful freshness. Deep flavors run from black cherry through cassis, adding streaks of licorice, baking chocolate and a hint of bark and herb. Supple, graceful and polished, this wine would seem to have another decade of life ahead.",Solesce,91,50.0,Washington,Yakima Valley,Columbia Valley,Brian Carter Cellars 2008 Solesce Red (Yakima Valley),Bordeaux-style Red Blend,Brian Carter Cellars
94628,94628,Australia,"Given the paucity of quality Viognier (or any Viognier) for under $15, this is a notable achievement. Musky, melony and spicy, it marries ample weight and breadth with just enough life-giving acidity. Drink now.",The Y Series,87,13.0,South Australia,South Australia,,Yalumba 2016 The Y Series Viognier (South Australia),Viognier,Yalumba
113506,113506,Italy,"Aromas of black-skinned berry, violet and underbrush lift from the glass. The juicy lively palate presents red cherry, crushed raspberry and a hint of truffle set against fresh acidity and polished tannins. Enjoy through 2022.",Libera,90,24.0,Piedmont,Barbera d'Asti,,Bava 2015 Libera  (Barbera d'Asti),Barbera,Bava
57684,57684,US,"Black cherry and cola flavors are entwined, with a hint of earth. Assertive and flavorful, though still wrapped up tightly, this shows a darker side of coffee and licorice, all nicely balanced with the fruit.",Paciência Estate,90,42.0,Oregon,Willamette Valley,Willamette Valley,Coelho 2009 Paciência Estate Pinot Noir (Willamette Valley),Pinot Noir,Coelho
50315,50315,US,"A cynical take on Pinot Noir offering little in the way of fruit or personality. It's overly oaky and dark in color, perhaps due to the 5% Petit Verdot listed in the blend, and overly ripe on the finish.",,83,25.0,California,Russian River Valley,Sonoma,Mossback 2012 Pinot Noir (Russian River Valley),Pinot Noir,Mossback
9180,9180,US,"This blend of 43% Syrah, 31% Mourvèdre, 23%  Grenache and 3% Alicante Bouschet opens with an elegant and nuanced nose, featuring scents of blackberry crumble, lilac and other purple flowers. The tart, earthy flavors combine black raspberry and vanilla with beet root, black earth and sagebrush. A deep, heady blend.",Crux,92,45.0,California,Paso Robles,Central Coast,ONX 2012 Crux Red (Paso Robles),Rhône-style Red Blend,ONX
32208,32208,US,"Woodward Canyon makes one of Washington's most interesting Chardonnays, blending fruit from the old vines at Celilo in the Columbia Gorge, with estate-grown grapes from the western end of the Walla Walla Valley. In this cooler vintage, the wine remains beautifully proportionate, round and fruity, with pretty apple, pear and peach highlights. There is a light dusting of spice, and a lick of caramel on the finish.",,93,44.0,Washington,Washington,Washington Other,Woodward Canyon 2011 Chardonnay (Washington),Chardonnay,Woodward Canyon
129659,129659,France,"A generous wine, this is packed with red fruits as well as firmly structured. It conveys the fresh acidity of the year, with fine smoky tannins. It will be an impressive wine. Drink from 2020.",Clos de l'Ecu Premier Cru Monopole,93,76.0,Burgundy,Beaune,,Domaine Faiveley 2014 Clos de l'Ecu Premier Cru Monopole  (Beaune),Pinot Noir,Domaine Faiveley
124265,124265,France,"A perfumed wine, dominated by Merlot. It shows plenty of the structure of 2010, a firm and solid wine, full of oak aging flavors at this young stage. It's going to be a rich and full wine layered with blackberry fruits as it develops over the next 4–5 years.",Maldoror,90,20.0,Bordeaux,Côtes de Bourg,,Château Fougas 2010 Maldoror  (Côtes de Bourg),Bordeaux-style Red Blend,Château Fougas
107045,107045,France,"This offers plenty of tannins and a dry, firm structure along with the weight of ripe plums, blackberries and a rich character. The wine is certainly going to age, with its solid texture and bold fruit aftertaste. Drink from 2017.",Les Thorins,91,25.0,Beaujolais,Moulin-à-Vent,,Lucien Lardy 2014 Les Thorins  (Moulin-à-Vent),Gamay,Lucien Lardy
674,674,US,"From a knoll in Carneros, oft thought of as chilly for Cabernet, this wine exhibits cooler aspects of the variety, from pencil lead and cedar to dried herb. It is complemented by fruitier characteristics of cassis and plum, finishing in dusty, structured tannins. Cellar through 2017–2020.",Estate,90,38.0,California,Carneros,Napa-Sonoma,Truchard 2012 Estate Cabernet Sauvignon (Carneros),Cabernet Sauvignon,Truchard
79917,79917,US,"Thin and green flavors dominate this Cabernet Franc. Small amounts of Merlot and Petit Verdot do not seem to have made an impact. It's sharp, stiff, and quite herbal.",Boushey Vineyard,83,21.0,Washington,Yakima Valley,Columbia Valley,Capstone Cellars 2009 Boushey Vineyard Cabernet Franc (Yakima Valley),Cabernet Franc,Capstone Cellars
61905,61905,Australia,"This Pinot Gris is marching to the beat of its own drum, with some funky aromas and toast notes along with lemon and pear fruit. It's a tad volatile in the mouth but has some nice depth of flavor and a lingering cashew finish. Likeable for its originality.",Individual Vineyard Selection,86,18.0,South Australia,Eden Valley,,Pewsey Vale 2008 Individual Vineyard Selection Pinot Gris (Eden Valley),Pinot Gris,Pewsey Vale
45158,45158,US,"Tasty and rich, this unoaked Chardonnay is very ripe and crisp, with vanilla and honey touches to the candied lemondrop, pineapple and honeysuckle flavors. Drink now.",,85,22.0,California,Mendocino,,Rivino 2008 Chardonnay (Mendocino),Chardonnay,Rivino
7143,7143,US,"There's still a sharpness to this wine, even though it's nearly 4 years old. It shows good blackberry, currant and chocolate-covered cherry flavors, but also a greener streak of mint and oregano that probably limits its ageability.",,85,75.0,California,Napa Valley,Napa,Altamura 2004 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Altamura
12180,12180,Italy,"There's not much pulp or grit here, but this easygoing (and well-priced) Chardonnay does offer distant aromas of stone fruit and honey. Citrus flavors and sharp acidity best describe the mouthfeel.",,84,10.0,Veneto,Veneto Orientale,,Moletto 2007 Chardonnay (Veneto Orientale),Chardonnay,Moletto
31798,31798,US,"Lusty and voluptuous are two words that describe this bone-dry Syrah. Heat from high alcohol accentuates the black currant, raisin and pepper flavors, and thick, rich tannins make it a full-bodied partner for beef. Could develop with two years in the bottle.",Kalen's Big Boy Blend,87,42.0,California,Sonoma County,Sonoma,Eric Kent 2006 Kalen's Big Boy Blend Syrah (Sonoma County),Syrah,Eric Kent
116549,116549,Italy,"This wine offers a direct and immediate delivery of aromas that hits the nose in an intense and vertical fashion. The bouquet consists of dried apple skin, black currant, old spice, cola, licorice, soapy lavender and road tar. It's softer than the 2004 vintage and ends with a blast of sour cherry on the close.",Vitalotti,89,45.0,Piedmont,Barbaresco,,Boffa 2005 Vitalotti  (Barbaresco),Nebbiolo,Boffa
